0. camidx = 0, ptidx = 0, projections: x = 1597.07, y = 473.37.
32906. camidx = 10, ptidx = 9797, projections: x = 953.13, y = -301.45.
32907. camidx = 12, ptidx = 9797, projections: x = 386.27, y = -460.07.
32908. camidx = 17, ptidx = 9797, projections: x = 859.52, y = 616.23.
32909. camidx = 18, ptidx = 9797, projections: x = 546.78, y = 41.0699.
32910. camidx = 20, ptidx = 9797, projections: x = 474.17, y = -156.71.
32911. camidx = 10, ptidx = 9798, projections: x = 1051.65, y = -300.46.
32912. camidx = 12, ptidx = 9798, projections: x = 478.98, y = -466.16.
32913. camidx = 17, ptidx = 9798, projections: x = 1141.48, y = 607.4.
32914. camidx = 18, ptidx = 9798, projections: x = 625.64, y = 35.27.
32915. camidx = 20, ptidx = 9798, projections: x = 541.43, y = -161.45.
32916. camidx = 10, ptidx = 9799, projections: x = 697.58, y = -299.09.
32917. camidx = 20, ptidx = 9799, projections: x = 318.17, y = -108.65.
32918. camidx = 10, ptidx = 9800, projections: x = 1191.27, y = -296.25.
32919. camidx = 18, ptidx = 9800, projections: x = 735.8, y = 31.73.
32920. camidx = 10, ptidx = 9801, projections: x = 703.19, y = -293.93.
32921. camidx = 12, ptidx = 9801, projections: x = 251.92, y = -385.89.
32922. camidx = 18, ptidx = 9801, projections: x = 376.2, y = 102.23.
32923. camidx = 10, ptidx = 9802, projections: x = 703.19, y = -293.93.
32924. camidx = 12, ptidx = 9802, projections: x = 251.92, y = -385.89.
32925. camidx = 18, ptidx = 9802, projections: x = 376.2, y = 102.23.
32926. camidx = 20, ptidx = 9802, projections: x = 325.16, y = -105.03.
32927. camidx = 10, ptidx = 9803, projections: x = 708.99, y = -293.46.
32928. camidx = 18, ptidx = 9803, projections: x = 381.26, y = 102.59.
32929. camidx = 20, ptidx = 9803, projections: x = 329.34, y = -104.37.
32930. camidx = 10, ptidx = 9804, projections: x = 1006.07, y = -285.63.
32931. camidx = 12, ptidx = 9804, projections: x = 437.58, y = -446.81.
32932. camidx = 17, ptidx = 9804, projections: x = 1013.06, y = 649.34.
32933. camidx = 20, ptidx = 9804, projections: x = 510.69, y = -148.22.
32934. camidx = 10, ptidx = 9805, projections: x = 1006.07, y = -285.63.
32935. camidx = 17, ptidx = 9805, projections: x = 1013.06, y = 649.34.
32936. camidx = 10, ptidx = 9806, projections: x = -397.02, y = -284.57.
32937. camidx = 16, ptidx = 9806, projections: x = 289.41, y = 427.54.
32938. camidx = 10, ptidx = 9807, projections: x = 1221.17, y = -283.37.
32939. camidx = 12, ptidx = 9807, projections: x = 645.24, y = -456.41.
32940. camidx = 17, ptidx = 9807, projections: x = 1584.12, y = 634.31.
32941. camidx = 18, ptidx = 9807, projections: x = 764.11, y = 40.99.
32942. camidx = 20, ptidx = 9807, projections: x = 659.38, y = -155.12.
32943. camidx = 10, ptidx = 9808, projections: x = -240.4, y = -282.66.
32944. camidx = 12, ptidx = 9808, projections: x = -861.02, y = -383.31.
32945. camidx = 18, ptidx = 9808, projections: x = -470.38, y = 108.58.
32946. camidx = 10, ptidx = 9809, projections: x = -1086.13, y = -280.19.
32947. camidx = 11, ptidx = 9809, projections: x = -835.33, y = 311.62.
32948. camidx = 20, ptidx = 9809, projections: x = -1064.29, y = -77.8.
32949. camidx = 10, ptidx = 9810, projections: x = 1215.36, y = -278.76.
32950. camidx = 12, ptidx = 9810, projections: x = 639.42, y = -451.02.
32951. camidx = 17, ptidx = 9810, projections: x = 1569.71, y = 646.37.
32952. camidx = 18, ptidx = 9810, projections: x = 759.61, y = 45.14.
32953. camidx = 20, ptidx = 9810, projections: x = 655.54, y = -151.34.
32954. camidx = 10, ptidx = 9811, projections: x = 1203.59, y = -278.9.
32955. camidx = 12, ptidx = 9811, projections: x = 629.65, y = -451.01.
32956. camidx = 17, ptidx = 9811, projections: x = 1537.84, y = 646.61.
32957. camidx = 18, ptidx = 9811, projections: x = 751.3, y = 45.15.
32958. camidx = 20, ptidx = 9811, projections: x = 647.58, y = -151.08.
32959. camidx = 10, ptidx = 9812, projections: x = -1039.61, y = -273.92.
32960. camidx = 14, ptidx = 9812, projections: x = 116.21, y = 275.5.
32961. camidx = 20, ptidx = 9812, projections: x = -1054.17, y = -77.14.
32962. camidx = 10, ptidx = 9813, projections: x = 704.35, y = -272.91.
32963. camidx = 18, ptidx = 9813, projections: x = 377.68, y = 121.83.
32964. camidx = 20, ptidx = 9813, projections: x = 325.61, y = -88.16.
32965. camidx = 10, ptidx = 9814, projections: x = 694.97, y = -272.16.
32966. camidx = 18, ptidx = 9814, projections: x = 369.53, y = 122.69.
32967. camidx = 20, ptidx = 9814, projections: x = 319.3, y = -87.1899.
32968. camidx = 10, ptidx = 9815, projections: x = 713.08, y = -271.22.
32969. camidx = 12, ptidx = 9815, projections: x = 263.5, y = -360.5.
32970. camidx = 18, ptidx = 9815, projections: x = 385.9, y = 122.99.
32971. camidx = 10, ptidx = 9816, projections: x = 1702.99, y = -263.18.
32972. camidx = 12, ptidx = 9816, projections: x = 1202.49, y = -451.94.
32973. camidx = 10, ptidx = 9817, projections: x = 997.73, y = -257.01.
32974. camidx = 12, ptidx = 9817, projections: x = 430.88, y = -417.12.
32975. camidx = 20, ptidx = 9817, projections: x = 506.76, y = -127.05.
32976. camidx = 10, ptidx = 9818, projections: x = 264.46, y = -254.72.
32977. camidx = 16, ptidx = 9818, projections: x = 402.05, y = 468.
32978. camidx = 10, ptidx = 9819, projections: x = 962.45, y = -253.89.
32979. camidx = 17, ptidx = 9819, projections: x = 897.72, y = 735.42.
32980. camidx = 20, ptidx = 9819, projections: x = 482.47, y = -123.21.
32981. camidx = 10, ptidx = 9820, projections: x = 1022.68, y = -247.05.
32982. camidx = 12, ptidx = 9820, projections: x = 454.53, y = -408.31.
32983. camidx = 10, ptidx = 9821, projections: x = 458.38, y = -237.07.
32984. camidx = 13, ptidx = 9821, projections: x = 1415.36, y = 1081.36.
32985. camidx = 17, ptidx = 9821, projections: x = -776.98, y = 847.24.
32986. camidx = 10, ptidx = 9822, projections: x = -250.32, y = -233.6.
32987. camidx = 12, ptidx = 9822, projections: x = -870.5, y = -329.52.
32988. camidx = 10, ptidx = 9823, projections: x = -250.32, y = -233.6.
32989. camidx = 12, ptidx = 9823, projections: x = -870.5, y = -329.52.
32990. camidx = 20, ptidx = 9823, projections: x = -406.18, y = -66.9399.
32991. camidx = 10, ptidx = 9824, projections: x = 971.26, y = -220.54.
32992. camidx = 12, ptidx = 9824, projections: x = 407.52, y = -376.46.
32993. camidx = 18, ptidx = 9824, projections: x = 566.38, y = 108.11.
32994. camidx = 20, ptidx = 9824, projections: x = 489.82, y = -99.27.
32995. camidx = 10, ptidx = 9825, projections: x = -306.92, y = -220.51.
32996. camidx = 18, ptidx = 9825, projections: x = -527.65, y = 161.92.
32997. camidx = 10, ptidx = 9826, projections: x = -1200.66, y = -216.36.
32998. camidx = 14, ptidx = 9826, projections: x = -21.67, y = 336.5.
32999. camidx = 15, ptidx = 9826, projections: x = 840.21, y = 294.17.
33000. camidx = 16, ptidx = 9826, projections: x = -374.31, y = 443.33.
33001. camidx = 10, ptidx = 9827, projections: x = -225.5, y = -214.96.
33002. camidx = 20, ptidx = 9827, projections: x = -386.62, y = -51.6801.
33003. camidx = 10, ptidx = 9828, projections: x = 1035.67, y = -213.11.
33004. camidx = 12, ptidx = 9828, projections: x = 469.81, y = -373.47.
33005. camidx = 17, ptidx = 9828, projections: x = 1110.8, y = 835.8.
33006. camidx = 20, ptidx = 9828, projections: x = 534.41, y = -97.52.
33007. camidx = 10, ptidx = 9829, projections: x = -335, y = -199.95.
33008. camidx = 18, ptidx = 9829, projections: x = -552.65, y = 180.96.
33009. camidx = 10, ptidx = 9830, projections: x = -335, y = -199.95.
33010. camidx = 18, ptidx = 9830, projections: x = -552.65, y = 180.96.
33011. camidx = 10, ptidx = 9831, projections: x = 1012.61, y = -198.52.
33012. camidx = 17, ptidx = 9831, projections: x = 1051.41, y = 877.18.
33013. camidx = 10, ptidx = 9832, projections: x = 1388.21, y = -195.68.
33014. camidx = 12, ptidx = 9832, projections: x = 811.91, y = -374.3.
33015. camidx = 18, ptidx = 9832, projections: x = 906.02, y = 105.18.
33016. camidx = 20, ptidx = 9832, projections: x = 776.61, y = -99.32.
33017. camidx = 10, ptidx = 9833, projections: x = -302.19, y = -196.2.
33018. camidx = 12, ptidx = 9833, projections: x = -928.9, y = -289.44.
33019. camidx = 10, ptidx = 9834, projections: x = 1615.29, y = -193.85.
33020. camidx = 12, ptidx = 9834, projections: x = 1027.9, y = -381.57.
33021. camidx = 18, ptidx = 9834, projections: x = 1087.22, y = 95.9099.
33022. camidx = 20, ptidx = 9834, projections: x = 928.89, y = -105.72.
33023. camidx = 10, ptidx = 9835, projections: x = 1432.53, y = -192.52.
33024. camidx = 12, ptidx = 9835, projections: x = 853.96, y = -372.93.
33025. camidx = 18, ptidx = 9835, projections: x = 941.8, y = 105.66.
33026. camidx = 20, ptidx = 9835, projections: x = 806.7, y = -98.53.
33027. camidx = 10, ptidx = 9836, projections: x = 984.01, y = -192.84.
33028. camidx = 12, ptidx = 9836, projections: x = 422.25, y = -349.05.
33029. camidx = 10, ptidx = 9837, projections: x = 1663.86, y = -189.94.
33030. camidx = 12, ptidx = 9837, projections: x = 1070.82, y = -379.87.
33031. camidx = 18, ptidx = 9837, projections: x = 1124.48, y = 96.76.
33032. camidx = 20, ptidx = 9837, projections: x = 959.93, y = -104.71.
33033. camidx = 10, ptidx = 9838, projections: x = 1481.89, y = -189.05.
33034. camidx = 12, ptidx = 9838, projections: x = 900.33, y = -371.75.
33035. camidx = 20, ptidx = 9838, projections: x = 839.62, y = -98.02.
33036. camidx = 10, ptidx = 9839, projections: x = -760.35, y = -182.16.
33037. camidx = 12, ptidx = 9839, projections: x = -1457.25, y = -240.2.
33038. camidx = 10, ptidx = 9840, projections: x = -1245.03, y = -174.97.
33039. camidx = 11, ptidx = 9840, projections: x = -964.31, y = 392.31.
33040. camidx = 14, ptidx = 9840, projections: x = -51.31, y = 363.46.
33041. camidx = 10, ptidx = 9841, projections: x = -1238.41, y = -172.38.
33042. camidx = 20, ptidx = 9841, projections: x = -1157.52, y = -29.95.
33043. camidx = 10, ptidx = 9842, projections: x = -1207.6, y = -159.72.
33044. camidx = 14, ptidx = 9842, projections: x = -26.92, y = 373.1.
33045. camidx = 10, ptidx = 9843, projections: x = -804.22, y = -158.12.
33046. camidx = 14, ptidx = 9843, projections: x = 246.61, y = 351.93.
33047. camidx = 16, ptidx = 9843, projections: x = 13.39, y = 514.58.
33048. camidx = 19, ptidx = 9843, projections: x = 1367.48, y = 546.58.
33049. camidx = 10, ptidx = 9844, projections: x = -870.46, y = -158.34.
33050. camidx = 20, ptidx = 9844, projections: x = -909.65, y = 10.9.
33051. camidx = 10, ptidx = 9845, projections: x = -1381.82, y = -151.38.
33052. camidx = 15, ptidx = 9845, projections: x = 676.93, y = 333.27.
33053. camidx = 19, ptidx = 9845, projections: x = 363.14, y = 524.23.
33054. camidx = 20, ptidx = 9845, projections: x = -1261.21, y = -18.71.
33055. camidx = 10, ptidx = 9846, projections: x = 1518.78, y = -124.64.
33056. camidx = 12, ptidx = 9846, projections: x = 940.56, y = -306.96.
33057. camidx = 20, ptidx = 9846, projections: x = 868.18, y = -53.9.
33058. camidx = 10, ptidx = 9847, projections: x = -1216.91, y = -119.37.
33059. camidx = 16, ptidx = 9847, projections: x = -394.67, y = 517.
33060. camidx = 10, ptidx = 9848, projections: x = 307.06, y = -113.2.
33061. camidx = 16, ptidx = 9848, projections: x = 508.88, y = 608.55.
33062. camidx = 10, ptidx = 9849, projections: x = 1508.2, y = -102.11.
33063. camidx = 12, ptidx = 9849, projections: x = 931.68, y = -284.04.
33064. camidx = 18, ptidx = 9849, projections: x = 1010.39, y = 177.37.
33065. camidx = 20, ptidx = 9849, projections: x = 862.37, y = -37.5699.
33066. camidx = 10, ptidx = 9850, projections: x = 1241.29, y = -82.13.
33067. camidx = 18, ptidx = 9850, projections: x = 797.55, y = 210.04.
33068. camidx = 10, ptidx = 9851, projections: x = -1172.88, y = -32.
33069. camidx = 16, ptidx = 9851, projections: x = -360.24, y = 588.37.
33070. camidx = 10, ptidx = 9852, projections: x = 138.6, y = 818.36.
33071. camidx = 20, ptidx = 9852, projections: x = -80.83, y = 586.7.
33072. camidx = 10, ptidx = 9853, projections: x = 214.1, y = 910.42.
33073. camidx = 12, ptidx = 9853, projections: x = -438.72, y = 680.62.
33074. camidx = 18, ptidx = 9853, projections: x = -37.97, y = 987.7.
33075. camidx = 20, ptidx = 9853, projections: x = -27.04, y = 634.71.
33076. camidx = 10, ptidx = 9854, projections: x = 240.89, y = 1003.45.
33077. camidx = 20, ptidx = 9854, projections: x = -4.71997, y = 710.01.
33078. camidx = 10, ptidx = 9855, projections: x = 176.41, y = 1007.08.
33079. camidx = 12, ptidx = 9855, projections: x = -458.59, y = 799.3.
33080. camidx = 20, ptidx = 9855, projections: x = -49.1, y = 718.43.
33081. camidx = 10, ptidx = 9856, projections: x = 176.41, y = 1007.08.
33082. camidx = 12, ptidx = 9856, projections: x = -458.59, y = 799.3.
33083. camidx = 20, ptidx = 9856, projections: x = -49.1, y = 718.43.
33084. camidx = 10, ptidx = 9857, projections: x = -130.1, y = -619.35.
33085. camidx = 12, ptidx = 9857, projections: x = -857.05, y = -824.33.
33086. camidx = 10, ptidx = 9858, projections: x = -130.1, y = -619.35.
33087. camidx = 12, ptidx = 9858, projections: x = -857.05, y = -824.33.
33088. camidx = 10, ptidx = 9859, projections: x = -215.99, y = -580.32.
33089. camidx = 12, ptidx = 9859, projections: x = -842.84, y = -714.15.
33090. camidx = 10, ptidx = 9860, projections: x = -215.99, y = -580.32.
33091. camidx = 20, ptidx = 9860, projections: x = -385.43, y = -328.74.
33092. camidx = 10, ptidx = 9861, projections: x = -220, y = -573.55.
33093. camidx = 18, ptidx = 9861, projections: x = -457.74, y = -144.63.
33094. camidx = 20, ptidx = 9861, projections: x = -387.93, y = -323.31.
33095. camidx = 10, ptidx = 9862, projections: x = -148.32, y = -552.89.
33096. camidx = 12, ptidx = 9862, projections: x = -871.61, y = -762.5.
33097. camidx = 10, ptidx = 9863, projections: x = -148.32, y = -552.89.
33098. camidx = 12, ptidx = 9863, projections: x = -871.61, y = -762.5.
33099. camidx = 10, ptidx = 9864, projections: x = -238.82, y = -545.91.
33100. camidx = 12, ptidx = 9864, projections: x = -868.68, y = -676.49.
33101. camidx = 10, ptidx = 9865, projections: x = -64.42, y = -544.37.
33102. camidx = 12, ptidx = 9865, projections: x = -748.87, y = -725.91.
33103. camidx = 10, ptidx = 9866, projections: x = 1085.47, y = -540.57.
33104. camidx = 18, ptidx = 9866, projections: x = 639.25, y = -164.08.
33105. camidx = 20, ptidx = 9866, projections: x = 556.71, y = -331.61.
33106. camidx = 10, ptidx = 9867, projections: x = 1064.62, y = -537.16.
33107. camidx = 12, ptidx = 9867, projections: x = 482.39, y = -711.44.
33108. camidx = 18, ptidx = 9867, projections: x = 622.38, y = -160.42.
33109. camidx = 20, ptidx = 9867, projections: x = 542.48, y = -328.37.
33110. camidx = 10, ptidx = 9868, projections: x = 1068.37, y = -534.49.
33111. camidx = 12, ptidx = 9868, projections: x = 485.39, y = -708.93.
33112. camidx = 18, ptidx = 9868, projections: x = 625.65, y = -158.15.
33113. camidx = 10, ptidx = 9869, projections: x = 1068.37, y = -534.49.
33114. camidx = 18, ptidx = 9869, projections: x = 625.65, y = -158.15.
33115. camidx = 10, ptidx = 9870, projections: x = -223.94, y = -534.21.
33116. camidx = 12, ptidx = 9870, projections: x = -850.33, y = -661.81.
33117. camidx = 10, ptidx = 9871, projections: x = 1085.73, y = -533.97.
33118. camidx = 17, ptidx = 9871, projections: x = 1186.36, y = 12.83.
33119. camidx = 18, ptidx = 9871, projections: x = 639.49, y = -158.4.
33120. camidx = 20, ptidx = 9871, projections: x = 556.93, y = -326.81.
33121. camidx = 10, ptidx = 9872, projections: x = 989.94, y = -527.12.
33122. camidx = 12, ptidx = 9872, projections: x = 411.7, y = -697.99.
33123. camidx = 17, ptidx = 9872, projections: x = 934.6, y = 35.29.
33124. camidx = 18, ptidx = 9872, projections: x = 563.96, y = -148.63.
33125. camidx = 10, ptidx = 9873, projections: x = 473.98, y = -511.93.
33126. camidx = 12, ptidx = 9873, projections: x = -78.14, y = -651.
33127. camidx = 17, ptidx = 9873, projections: x = -587.77, y = 107.54.
33128. camidx = 18, ptidx = 9873, projections: x = 145.82, y = -105.49.
33129. camidx = 20, ptidx = 9873, projections: x = 132.3, y = -285.29.
33130. camidx = 10, ptidx = 9874, projections: x = 468.01, y = -511.95.
33131. camidx = 12, ptidx = 9874, projections: x = -84.95, y = -650.75.
33132. camidx = 20, ptidx = 9874, projections: x = 127.94, y = -285.43.
33133. camidx = 10, ptidx = 9875, projections: x = -234.9, y = -506.54.
33134. camidx = 12, ptidx = 9875, projections: x = -863.52, y = -638.54.
33135. camidx = 10, ptidx = 9876, projections: x = 537.75, y = -505.23.
33136. camidx = 20, ptidx = 9876, projections: x = 180.64, y = -282.35.
33137. camidx = 10, ptidx = 9877, projections: x = 1098.19, y = -483.85.
33138. camidx = 12, ptidx = 9877, projections: x = 517.05, y = -657.43.
33139. camidx = 17, ptidx = 9877, projections: x = 1224.9, y = 137.09.
33140. camidx = 18, ptidx = 9877, projections: x = 652.46, y = -117.93.
33141. camidx = 10, ptidx = 9878, projections: x = -222.3, y = -481.27.
33142. camidx = 12, ptidx = 9878, projections: x = -846.83, y = -602.94.
33143. camidx = 10, ptidx = 9879, projections: x = 1178.6, y = -480.37.
33144. camidx = 12, ptidx = 9879, projections: x = 595.09, y = -656.47.
33145. camidx = 18, ptidx = 9879, projections: x = 717.63, y = -118.69.
33146. camidx = 20, ptidx = 9879, projections: x = 622.08, y = -291.97.
33147. camidx = 10, ptidx = 9880, projections: x = 955.52, y = -479.89.
33148. camidx = 20, ptidx = 9880, projections: x = 471.09, y = -283.35.
33149. camidx = 10, ptidx = 9881, projections: x = -240.93, y = -479.98.
33150. camidx = 12, ptidx = 9881, projections: x = -868.42, y = -603.21.
33151. camidx = 10, ptidx = 9882, projections: x = -288.69, y = -480.14.
33152. camidx = 12, ptidx = 9882, projections: x = -923.9, y = -603.62.
33153. camidx = 10, ptidx = 9883, projections: x = -1246.18, y = -471.44.
33154. camidx = 15, ptidx = 9883, projections: x = 806.19, y = 87.26.
33155. camidx = 10, ptidx = 9884, projections: x = 1254.96, y = -469.86.
33156. camidx = 18, ptidx = 9884, projections: x = 778.5, y = -113.82.
33157. camidx = 10, ptidx = 9885, projections: x = -1291.33, y = -465.49.
33158. camidx = 20, ptidx = 9885, projections: x = -1191.34, y = -255.44.
33159. camidx = 10, ptidx = 9886, projections: x = 1456.89, y = -464.36.
33160. camidx = 18, ptidx = 9886, projections: x = 939.53, y = -117.94.
33161. camidx = 20, ptidx = 9886, projections: x = 809.69, y = -289.3.
33162. camidx = 10, ptidx = 9887, projections: x = 893.62, y = -463.98.
33163. camidx = 18, ptidx = 9887, projections: x = 524.31, y = -68.41.
33164. camidx = 20, ptidx = 9887, projections: x = 454.65, y = -250.1.
33165. camidx = 10, ptidx = 9888, projections: x = -1299.69, y = -462.99.
33166. camidx = 11, ptidx = 9888, projections: x = -998.56, y = 7.82001.
33167. camidx = 15, ptidx = 9888, projections: x = 757.42, y = 93.38.
33168. camidx = 10, ptidx = 9889, projections: x = 1509.65, y = -462.3.
33169. camidx = 18, ptidx = 9889, projections: x = 980.69, y = -118.54.
33170. camidx = 20, ptidx = 9889, projections: x = 844.82, y = -289.2.
33171. camidx = 10, ptidx = 9890, projections: x = 978.28, y = -460.9.
33172. camidx = 12, ptidx = 9890, projections: x = 404.08, y = -627.87.
33173. camidx = 17, ptidx = 9890, projections: x = 909.12, y = 204.84.
33174. camidx = 20, ptidx = 9890, projections: x = 486.27, y = -271.14.
33175. camidx = 10, ptidx = 9891, projections: x = 978.28, y = -460.9.
33176. camidx = 12, ptidx = 9891, projections: x = 404.08, y = -627.87.
33177. camidx = 17, ptidx = 9891, projections: x = 909.12, y = 204.84.
33178. camidx = 20, ptidx = 9891, projections: x = 486.27, y = -271.14.
33179. camidx = 10, ptidx = 9892, projections: x = 664.15, y = -455.96.
33180. camidx = 12, ptidx = 9892, projections: x = 154.7, y = -586.93.
33181. camidx = 18, ptidx = 9892, projections: x = 319.2, y = -56.7.
33182. camidx = 10, ptidx = 9893, projections: x = -86.18, y = -435.43.
33183. camidx = 12, ptidx = 9893, projections: x = -669.72, y = -534.28.
33184. camidx = 10, ptidx = 9894, projections: x = -1214.78, y = -428.76.
33185. camidx = 20, ptidx = 9894, projections: x = -1138.93, y = -224.44.
33186. camidx = 10, ptidx = 9895, projections: x = 768.93, y = -406.42.
33187. camidx = 18, ptidx = 9895, projections: x = 422.49, y = -9.14002.
33188. camidx = 10, ptidx = 9896, projections: x = 768.93, y = -406.42.
33189. camidx = 18, ptidx = 9896, projections: x = 422.49, y = -9.14002.
33190. camidx = 20, ptidx = 9896, projections: x = 366.63, y = -199.44.
33191. camidx = 10, ptidx = 9897, projections: x = -1198.62, y = -394.04.
33192. camidx = 19, ptidx = 9897, projections: x = 654.52, y = 214.12.
33193. camidx = 10, ptidx = 9898, projections: x = -221.76, y = -391.87.
33194. camidx = 12, ptidx = 9898, projections: x = -841.99, y = -503.45.
33195. camidx = 20, ptidx = 9898, projections: x = -387, y = -186.64.
33196. camidx = 10, ptidx = 9899, projections: x = 1602.52, y = -389.59.
33197. camidx = 12, ptidx = 9899, projections: x = 1003.43, y = -579.67.
33198. camidx = 10, ptidx = 9900, projections: x = -225.93, y = -385.11.
33199. camidx = 13, ptidx = 9900, projections: x = -1703.07, y = 521.57.
33200. camidx = 18, ptidx = 9900, projections: x = -460.57, y = 19.05.
33201. camidx = 10, ptidx = 9901, projections: x = -254.39, y = -382.35.
33202. camidx = 12, ptidx = 9901, projections: x = -880.07, y = -494.9.
33203. camidx = 10, ptidx = 9902, projections: x = -150.64, y = -382.09.
33204. camidx = 18, ptidx = 9902, projections: x = -397.4, y = 27.1.
33205. camidx = 10, ptidx = 9903, projections: x = -150.64, y = -382.09.
33206. camidx = 18, ptidx = 9903, projections: x = -397.4, y = 27.1.
33207. camidx = 10, ptidx = 9904, projections: x = -326.9, y = -379.39.
33208. camidx = 12, ptidx = 9904, projections: x = -964.46, y = -492.57.
33209. camidx = 10, ptidx = 9905, projections: x = -171.74, y = -377.78.
33210. camidx = 12, ptidx = 9905, projections: x = -781.03, y = -483.6.
33211. camidx = 10, ptidx = 9906, projections: x = -121.56, y = -373.31.
33212. camidx = 13, ptidx = 9906, projections: x = -1233.03, y = 550.37.
33213. camidx = 18, ptidx = 9906, projections: x = -373.63, y = 38.46.
33214. camidx = 20, ptidx = 9906, projections: x = -315.77, y = -164.18.
33215. camidx = 10, ptidx = 9907, projections: x = 423.33, y = -368.57.
33216. camidx = 12, ptidx = 9907, projections: x = -129.87, y = -492.79.
33217. camidx = 13, ptidx = 9907, projections: x = 1242.02, y = 513.32.
33218. camidx = 17, ptidx = 9907, projections: x = -714.49, y = 496.8.
33219. camidx = 18, ptidx = 9907, projections: x = 106.25, y = 19.92.
33220. camidx = 20, ptidx = 9907, projections: x = 97.6, y = -177.65.
33221. camidx = 10, ptidx = 9908, projections: x = 423.33, y = -368.57.
33222. camidx = 12, ptidx = 9908, projections: x = -129.87, y = -492.79.
33223. camidx = 18, ptidx = 9908, projections: x = 106.25, y = 19.92.
33224. camidx = 20, ptidx = 9908, projections: x = 97.6, y = -177.65.
33225. camidx = 10, ptidx = 9909, projections: x = 439.21, y = -368.13.
33226. camidx = 12, ptidx = 9909, projections: x = -110.96, y = -492.9.
33227. camidx = 17, ptidx = 9909, projections: x = -669.02, y = 495.63.
33228. camidx = 20, ptidx = 9909, projections: x = 110.28, y = -177.71.
33229. camidx = 10, ptidx = 9910, projections: x = 439.21, y = -368.13.
33230. camidx = 12, ptidx = 9910, projections: x = -110.96, y = -492.9.
33231. camidx = 17, ptidx = 9910, projections: x = -669.02, y = 495.63.
33232. camidx = 18, ptidx = 9910, projections: x = 120.76, y = 19.83.
33233. camidx = 20, ptidx = 9910, projections: x = 110.28, y = -177.71.
33234. camidx = 10, ptidx = 9911, projections: x = 454.88, y = -367.33.
33235. camidx = 12, ptidx = 9911, projections: x = -94.13, y = -492.49.
33236. camidx = 18, ptidx = 9911, projections: x = 134.54, y = 19.98.
33237. camidx = 20, ptidx = 9911, projections: x = 121.71, y = -177.5.
33238. camidx = 10, ptidx = 9912, projections: x = 715.85, y = -366.47.
33239. camidx = 18, ptidx = 9912, projections: x = 362.85, y = 35.38.
33240. camidx = 20, ptidx = 9912, projections: x = 332.56, y = -161.56.
33241. camidx = 10, ptidx = 9913, projections: x = 609.74, y = -362.13.
33242. camidx = 20, ptidx = 9913, projections: x = 237.89, y = -175.44.
33243. camidx = 10, ptidx = 9914, projections: x = -1207.62, y = -361.43.
33244. camidx = 11, ptidx = 9914, projections: x = -903.71, y = 147.75.
33245. camidx = 10, ptidx = 9915, projections: x = 551.52, y = -360.13.
33246. camidx = 12, ptidx = 9915, projections: x = 16.51, y = -485.03.
33247. camidx = 18, ptidx = 9915, projections: x = 219.67, y = 24.59.
33248. camidx = 10, ptidx = 9916, projections: x = 630.49, y = -357.12.
33249. camidx = 20, ptidx = 9916, projections: x = 253.47, y = -171.83.
33250. camidx = 10, ptidx = 9917, projections: x = -1283.31, y = -353.41.
33251. camidx = 16, ptidx = 9917, projections: x = -435.99, y = 335.39.
33252. camidx = 10, ptidx = 9918, projections: x = 1166.86, y = -351.92.
33253. camidx = 12, ptidx = 9918, projections: x = 589.08, y = -524.17.
33254. camidx = 17, ptidx = 9918, projections: x = 1421.22, y = 466.03.
33255. camidx = 20, ptidx = 9918, projections: x = 618.7, y = -201.18.
33256. camidx = 10, ptidx = 9919, projections: x = 810.98, y = -334.74.
33257. camidx = 18, ptidx = 9919, projections: x = 458.82, y = 50.04.
33258. camidx = 20, ptidx = 9919, projections: x = 396.96, y = -148.85.
33259. camidx = 10, ptidx = 9920, projections: x = -1117.28, y = -333.63.
33260. camidx = 16, ptidx = 9920, projections: x = -183.54, y = 363.51.
33261. camidx = 10, ptidx = 9921, projections: x = 704.32, y = -333.07.
33262. camidx = 18, ptidx = 9921, projections: x = 374.96, y = 66.8101.
33263. camidx = 20, ptidx = 9921, projections: x = 324.34, y = -135.48.
33264. camidx = 10, ptidx = 9922, projections: x = 726.9, y = -331.84.
33265. camidx = 18, ptidx = 9922, projections: x = 395.42, y = 66.78.
33266. camidx = 10, ptidx = 9923, projections: x = -207.9, y = -310.71.
33267. camidx = 12, ptidx = 9923, projections: x = -823.09, y = -411.96.
33268. camidx = 10, ptidx = 9924, projections: x = 682.75, y = -299.85.
33269. camidx = 12, ptidx = 9924, projections: x = 227.74, y = -391.77.
33270. camidx = 18, ptidx = 9924, projections: x = 356.65, y = 97.78.
33271. camidx = 10, ptidx = 9925, projections: x = 1072.88, y = -299.59.
33272. camidx = 18, ptidx = 9925, projections: x = 643.28, y = 35.15.
33273. camidx = 10, ptidx = 9926, projections: x = 1631.87, y = -298.96.
33274. camidx = 20, ptidx = 9926, projections: x = 933.23, y = -179.52.
33275. camidx = 10, ptidx = 9927, projections: x = 680.38, y = -295.45.
33276. camidx = 12, ptidx = 9927, projections: x = 226.22, y = -386.6.
33277. camidx = 10, ptidx = 9928, projections: x = 1050.77, y = -294.79.
33278. camidx = 12, ptidx = 9928, projections: x = 478.57, y = -459.65.
33279. camidx = 17, ptidx = 9928, projections: x = 1140.14, y = 622.08.
33280. camidx = 10, ptidx = 9929, projections: x = 708.77, y = -293.48.
